Date,Timestamp_From,Timestamp_To,Brand_Name,Exposure_Duration_Seconds,Channel,Ad Type,Category,Product,Sector,Event Type,Placement Type,Frequency/Count
18-11-2025,16:29:37,16:29:37,Nepal Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,16:29:42,16:29:42,Himstar,5,Kantipur Max TV,COMMERCIAL_BREAK,Consumer Durable-Home Appliances,Home Appliances,Consumer Durable,,,1
18-11-2025,16:29:48,16:29:48,Sanima Reliance Life Insurance,18,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Life insurance,Finance/Insurance,,,1
18-11-2025,16:30:07,16:30:07,Xtreme,6,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,16:30:22,16:30:25,Xtreme,7,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,16:32:45,16:32:49,Parachute Naturale,7,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Hair Care,Parachute Naturale,FMCG,,TV Overlay,1
18-11-2025,16:33:42,16:33:42,Nepal Life Insurance,5,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,16:33:48,16:33:48,United Cement,4,Kantipur Max TV,COMMERCIAL_BREAK,Building Materials,Cement,Industrial,,,1
18-11-2025,16:33:53,16:33:53,MIT,13,Kantipur Max TV,COMMERCIAL_BREAK,Higher Education,College,Education,,,1
18-11-2025,16:34:07,16:34:07,Xtreme,5,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,16:34:43,16:34:46,Xtreme,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,16:34:48,16:34:50,Xtreme,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,16:36:56,16:37:00,Xtreme,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,16:37:36,16:37:36,Xtreme,11,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,16:37:48,16:37:48,Asianpaints,4,Kantipur Max TV,COMMERCIAL_BREAK,Paint,Ultima Protek Shyne,Industrial,,,1
18-11-2025,16:37:53,16:37:53,Sunfeast,4,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Dark Fantasy,FMCG,,,1
18-11-2025,16:37:58,16:37:58,Presidential Graduate School,2,Kantipur Max TV,COMMERCIAL_BREAK,Higher Education,Educational Courses,Education,,,1
18-11-2025,16:38:01,16:38:01,Somany Tiles and Bathware,12,Kantipur Max TV,COMMERCIAL_BREAK,Building Materials,Tiles and Bathware,Industrial,,,1
18-11-2025,16:41:26,16:41:26,Nepal Life Insurance,5,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,16:41:38,16:41:38,Embark College,6,Kantipur Max TV,COMMERCIAL_BREAK,Higher Education,Graduational Courses,Education,,,1
18-11-2025,16:41:45,16:41:45,Ncell,11,Kantipur Max TV,COMMERCIAL_BREAK,Mobile Network,Data Pack,Telecommunication,,,1
18-11-2025,16:41:57,16:41:57,Xtreme,4,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,16:46:02,16:46:04,Bajaj,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Automobile,Bajaj,Automobile,,TV Overlay,1
18-11-2025,16:46:05,16:46:07,Xtreme,13,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,16:46:08,16:46:10,Spil,12,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Finance-Insurance,Spil,Finance/Insurance,,Boundary Rope,1
18-11-2025,16:46:42,16:46:47,Wai Wai,18,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Food & Beverages,Wai Wai,FMCG,,Boundary Rope,1
18-11-2025,16:46:54,16:46:56,Indrive,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ride-hailing,Indrive,E-commerce/Tech,,Ground,1
18-11-2025,16:47:03,16:47:06,Xtreme,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,16:47:14,16:47:14,Xtreme,9,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,16:47:24,16:47:24,Asianpaints,5,Kantipur Max TV,COMMERCIAL_BREAK,Paint,Ultima Protek Shyne,Industrial,,,1
18-11-2025,16:47:30,16:47:30,KIEC,12,Kantipur Max TV,COMMERCIAL_BREAK,Higher Education,Education centre,Education,,,1
18-11-2025,16:47:43,16:47:43,Nemato Tiles,9,Kantipur Max TV,COMMERCIAL_BREAK,Building Materials,Tiles,Industrial,,,1
18-11-2025,16:48:23,16:48:27,Indrive,23,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ride-hailing,Indrive,E-commerce/Tech,,Boundary Rope,1
18-11-2025,16:48:32,16:48:34,MIT,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Higher Education,MIT,Education,,TV Overlay,1
18-11-2025,16:49:13,16:49:16,Nemato Tiles,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Building Materials,Nemato Tiles,Industrial,,Jersey,1
18-11-2025,16:49:22,16:49:26,Bajaj,7,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Automobile,Bajaj,Automobile,,TV Overlay,1
18-11-2025,16:49:58,16:50:00,Spil,11,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Finance-Insurance,Spil,Finance/Insurance,,Boundary Rope,1
18-11-2025,16:50:02,16:50:07,Somany Tiles and Bathware,9,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Building Materials,Somany Tiles and Bathware,Industrial,,TV Overlay,1
18-11-2025,16:50:20,16:50:23,Indrive,14,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ride-hailing,Indrive,E-commerce/Tech,,Boundary Board,1
18-11-2025,16:50:57,16:50:57,Nepal Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,16:51:02,16:51:02,Wai Wai,5,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Quick Instant Noodles,FMCG,,,1
18-11-2025,16:51:08,16:51:08,Pilot,8,Kantipur Max TV,COMMERCIAL_BREAK,Stationery,V Series Pen,FMCG,,,1
18-11-2025,16:51:17,16:51:17,Somany Tiles and Bathware,4,Kantipur Max TV,COMMERCIAL_BREAK,Building Materials,Tiles and Bathware,Industrial,,,1
18-11-2025,16:51:22,16:51:22,Xtreme,5,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,16:51:44,16:51:46,Indrive,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ride-hailing,Indrive,E-commerce/Tech,,Ground,1
18-11-2025,16:51:47,16:51:52,Xtreme,13,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,16:52:06,16:52:16,Indrive,12,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ride-hailing,Indrive,E-commerce/Tech,,Boundary Board,1
18-11-2025,16:52:17,16:52:22,Dafa News,13,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Journalism,Dafa News,Entertainment,,Stadium Banner,1
18-11-2025,16:55:44,16:55:47,Nemato Tiles,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Building Materials,Nemato Tiles,Industrial,,Jersey,1
18-11-2025,16:56:14,16:56:14,Xtreme,9,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,16:56:24,16:56:24,Asianpaints,4,Kantipur Max TV,COMMERCIAL_BREAK,Paint,Ultima Protek Shyne,Industrial,,,1
18-11-2025,16:56:29,16:56:29,Himstar,4,Kantipur Max TV,COMMERCIAL_BREAK,Consumer Durable-Home Appliances,Home Appliances,Consumer Durable,,,1
18-11-2025,16:56:34,16:56:34,Red Bull,5,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,16:56:40,16:56:40,KFC,11,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Crunchy Chicken,FMCG,,,1
18-11-2025,17:00:42,17:00:42,Wai Wai,5,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Quick Instant Noodles,FMCG,,,1
18-11-2025,17:00:48,17:00:48,Sunfeast,9,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Dark Fantasy,FMCG,,,1
18-11-2025,17:00:58,17:00:58,Presidential Graduate School,3,Kantipur Max TV,COMMERCIAL_BREAK,Higher Education,Educational Courses,Education,,,1
18-11-2025,17:01:02,17:01:02,Parachute Naturale,15,Kantipur Max TV,COMMERCIAL_BREAK,Hair Care,Anti-Dandruff Shampoo,FMCG,,,1
18-11-2025,17:01:18,17:01:18,Xtreme,4,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:01:45,17:01:45,Siddhartha Bank,14,Kantipur Max TV,COMMERCIAL_BREAK,Banking service,General banking,Finance,,,1
18-11-2025,17:02:00,17:02:00,Xtreme,9,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:02:10,17:02:10,Ncell,15,Kantipur Max TV,COMMERCIAL_BREAK,Mobile Network,Data Pack,Telecommunication,,,1
18-11-2025,17:02:26,17:02:26,Red Bull,4,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:02:31,17:02:31,Nepal Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,17:02:36,17:02:36,Xtreme,11,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:02:48,17:02:48,Asianpaints,4,Kantipur Max TV,COMMERCIAL_BREAK,Paint,Wall paint,Industrial,,,1
18-11-2025,17:02:58,17:02:58,Devil's Noodles,9,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Spicy Chicken Noodles,FMCG,,,1
18-11-2025,17:03:08,17:03:08,Xtreme,16,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:07:26,17:07:26,Xtreme,10,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:07:37,17:07:37,Asianpaints,4,Kantipur Max TV,COMMERCIAL_BREAK,Paint,Wall paint,Industrial,,,1
18-11-2025,17:07:42,17:07:42,Spil,9,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Motor Insurance,Finance/Insurance,,,1
18-11-2025,17:07:52,17:07:52,Ncell,13,Kantipur Max TV,COMMERCIAL_BREAK,Mobile Network,Data Pack,Telecommunication,,,1
18-11-2025,17:09:04,17:09:08,Bajaj,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Automobile,Bajaj,Automobile,,TV Overlay,1
18-11-2025,17:10:43,17:10:43,Nepal Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,17:10:48,17:10:48,Embark College,7,Kantipur Max TV,COMMERCIAL_BREAK,Higher Education,Graduational Courses,Education,,,1
18-11-2025,17:10:56,17:10:56,Wai Wai,4,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Quick Instant Noodles,FMCG,,,1
18-11-2025,17:11:01,17:11:01,Somany Tiles and Bathware,10,Kantipur Max TV,COMMERCIAL_BREAK,Building Materials,Tiles and Bathware,Industrial,,,1
18-11-2025,17:11:12,17:11:12,Xtreme,3,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:15:17,17:15:17,Xtreme,9,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:15:27,17:15:27,Asianpaints,5,Kantipur Max TV,COMMERCIAL_BREAK,Paint,Wall paint,Industrial,,,1
18-11-2025,17:15:33,17:15:33,United Ajod Insurance Limited,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,17:15:38,17:15:38,PLO Lubricants,10,Kantipur Max TV,COMMERCIAL_BREAK,Automobile-lubricants,engine oils and greases,Automobile,,,1
18-11-2025,17:15:49,17:15:49,Red Bull,5,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:18:40,17:18:40,Nepatop,4,Kantipur Max TV,COMMERCIAL_BREAK,Building Materials,Water Tank & Pipes,Industrial,,,1
18-11-2025,17:18:45,17:18:45,Surya Jyoti Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Life insurance,Finance/Insurance,,,1
18-11-2025,17:18:50,17:18:50,Xtreme,4,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:18:55,17:18:55,Better Appliances,18,Kantipur Max TV,COMMERCIAL_BREAK,Consumer Durable-Home Appliances,Home Appliances,Consumer Durable,,,1
18-11-2025,17:19:14,17:19:14,Siddhartha Bank,3,Kantipur Max TV,COMMERCIAL_BREAK,Banking service,General banking,Finance,,,1
18-11-2025,17:19:47,17:19:47,Nepal Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,17:19:52,17:19:52,Himstar,4,Kantipur Max TV,COMMERCIAL_BREAK,Consumer Durable-Home Appliances,Home Appliances,Consumer Durable,,,1
18-11-2025,17:19:57,17:19:57,Siddhartha Bank,9,Kantipur Max TV,COMMERCIAL_BREAK,Banking service,General banking,Finance,,,1
18-11-2025,17:20:07,17:20:07,Ncell,11,Kantipur Max TV,COMMERCIAL_BREAK,Mobile Network,Data Pack,Telecommunication,,,1
18-11-2025,17:20:19,17:20:19,Xtreme,5,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:24:13,17:24:13,Xtreme,10,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:24:24,17:24:24,Asianpaints,4,Kantipur Max TV,COMMERCIAL_BREAK,Paint,Wall paint,Industrial,,,1
18-11-2025,17:24:29,17:24:29,Wai Wai,4,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Quick Instant Noodles,FMCG,,,1
18-11-2025,17:24:34,17:24:34,Sunfeast,4,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Dark Fantasy,FMCG,,,1
18-11-2025,17:24:39,17:24:39,Presidential Graduate School,3,Kantipur Max TV,COMMERCIAL_BREAK,Higher Education,Educational Courses,Education,,,1
18-11-2025,17:24:43,17:24:43,Spil,10,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Motor Insurance,Finance/Insurance,,,1
18-11-2025,17:26:49,17:26:49,Nepatop,4,Kantipur Max TV,COMMERCIAL_BREAK,Building Materials,Water Tank & Pipes,Industrial,,,1
18-11-2025,17:26:54,17:26:54,Surya Jyoti Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Life insurance,Finance/Insurance,,,1
18-11-2025,17:26:59,17:26:59,Xtreme,4,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:27:10,17:27:10,Presidential Graduate School,3,Kantipur Max TV,COMMERCIAL_BREAK,Higher Education,Educational Courses,Education,,,1
18-11-2025,17:27:14,17:27:14,KIEC,4,Kantipur Max TV,COMMERCIAL_BREAK,Higher Education,Education centre,Education,,,1
18-11-2025,17:27:20,17:27:20,Meizan,9,Kantipur Max TV,COMMERCIAL_BREAK,Edible Oil & Cooking Essential,Cooking Oil,FMCG,,,1
18-11-2025,17:28:39,17:28:39,Nepal Life Insurance,5,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,17:28:47,17:28:47,Hub International Education,9,Kantipur Max TV,COMMERCIAL_BREAK,International Education,International Education,Education,,,1
18-11-2025,17:28:57,17:28:57,Asianpaints,4,Kantipur Max TV,COMMERCIAL_BREAK,Paint,Wall paint,Industrial,,,1
18-11-2025,17:29:03,17:29:03,Xtreme,5,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:30:30,17:30:30,Xtreme,10,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:34:25,17:34:25,Xtreme,11,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:34:37,17:34:37,Asianpaints,4,Kantipur Max TV,COMMERCIAL_BREAK,Paint,Wall paint,Industrial,,,1
18-11-2025,17:34:42,17:34:42,Meizan,8,Kantipur Max TV,COMMERCIAL_BREAK,Edible Oil & Cooking Essential,Cooking Oil,FMCG,,,1
18-11-2025,17:34:51,17:34:51,MD Group of Nepal,9,Kantipur Max TV,COMMERCIAL_BREAK,Corporate Advertising,Business Conglomerate Services,Services,,,1
18-11-2025,17:38:34,17:38:34,Nepal Life Insurance,5,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,17:38:40,17:38:40,Himstar,3,Kantipur Max TV,COMMERCIAL_BREAK,Consumer Durable-Home Appliances,Home Appliances,Consumer Durable,,,1
18-11-2025,17:38:44,17:38:44,Embark College,7,Kantipur Max TV,COMMERCIAL_BREAK,Higher Education,Graduational Courses,Education,,,1
18-11-2025,17:38:52,17:38:52,Wai Wai,3,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Quick Instant Noodles,FMCG,,,1
18-11-2025,17:38:56,17:38:56,KFC,12,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Crunchy Chicken,FMCG,,,1
18-11-2025,17:39:09,17:39:09,Xtreme,4,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:41:14,17:41:14,Nepatop,4,Kantipur Max TV,COMMERCIAL_BREAK,Building Materials,Water Tank & Pipes,Industrial,,,1
18-11-2025,17:41:19,17:41:19,Surya Jyoti Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Life insurance,Finance/Insurance,,,1
18-11-2025,17:41:24,17:41:24,Xtreme,5,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:41:30,17:41:30,KFC,11,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Crunchy Chicken,FMCG,,,1
18-11-2025,17:41:42,17:41:42,Lemonzaaaaa,8,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Nimbu Pani,FMCG,,,1
18-11-2025,17:41:51,17:41:51,Siddhartha Bank,3,Kantipur Max TV,COMMERCIAL_BREAK,Banking service,General banking,Finance,,,1
18-11-2025,17:44:20,17:44:20,Xtreme,8,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:44:29,17:44:29,Asianpaints,6,Kantipur Max TV,COMMERCIAL_BREAK,Paint,Ultima Protek Shyne,Industrial,,,1
18-11-2025,17:44:36,17:44:36,Somany Tiles and Bathware,4,Kantipur Max TV,COMMERCIAL_BREAK,Building Materials,Tiles and Bathware,Industrial,,,1
18-11-2025,17:44:41,17:44:41,Red Bull,4,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:44:46,17:44:46,Apple Securities Nepal,10,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Investment,Stock Brokerage Services,Finance,,,1
18-11-2025,17:46:24,17:46:28,Bajaj,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Automobile,Bajaj,Automobile,,TV Overlay,1
18-11-2025,17:48:03,17:48:05,Ncell,7,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Mobile Network,Ncell,Telecommunication,,Ground,1
18-11-2025,17:48:08,17:48:10,Ncell,11,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Mobile Network,Ncell,Telecommunication,,Ground,1
18-11-2025,17:48:32,17:48:35,Xtreme,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,17:48:39,17:48:42,Bajaj,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Automobile,Bajaj,Automobile,,TV Overlay,1
18-11-2025,17:48:48,17:48:50,Vivo,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Consumer Durable-Smartphones,Vivo,Consumer Durable,,Boundary Board,1
18-11-2025,17:49:22,17:49:26,Nepatop,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Building Materials,Nepatop,Industrial,,TV Overlay,1
18-11-2025,17:49:27,17:49:32,Surya Jyoti Life Insurance,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Finance-Insurance,Surya Jyoti Life Insurance,Finance/Insurance,,TV Overlay,1
18-11-2025,17:49:33,17:49:38,Xtreme,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,17:50:05,17:50:05,Nepatop,6,Kantipur Max TV,COMMERCIAL_BREAK,Building Materials,Water Tank & Pipes,Industrial,,,1
18-11-2025,17:50:12,17:50:12,Surya Jyoti Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Life insurance,Finance/Insurance,,,1
18-11-2025,17:50:17,17:50:17,Xtreme,4,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:50:22,17:50:22,Omoda jaecoo,4,Kantipur Max TV,COMMERCIAL_BREAK,Automobile-EV,Electric Vehicles,Automobile,,,1
18-11-2025,17:50:27,17:50:29,Ncell,8,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Mobile Network,Ncell,Telecommunication,,Ground,1
18-11-2025,17:50:42,17:50:46,Surya Jyoti Life Insurance,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Finance-Insurance,Surya Jyoti Life Insurance,Finance/Insurance,,TV Overlay,1
18-11-2025,17:50:48,17:50:52,Xtreme,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,17:52:37,17:52:46,Nepal Clearing House Ltd.-Nepal PAY,35,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Digital Banking,Nepal Clearing House Ltd.-Nepal PAY,Finance/Insurance,,Stadium Banner,1
18-11-2025,17:53:42,17:53:47,Siddhartha Bank,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Banking service,Siddhartha Bank,Finance,,Stadium Banner,1
18-11-2025,17:54:51,17:54:54,Indrive,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ride-hailing,Indrive,E-commerce/Tech,,Ground,1
18-11-2025,17:56:37,17:56:37,Nepatop,4,Kantipur Max TV,COMMERCIAL_BREAK,Building Materials,Water Tank & Pipes,Industrial,,,1
18-11-2025,17:56:42,17:56:42,Surya Jyoti Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Life insurance,Finance/Insurance,,,1
18-11-2025,17:56:47,17:56:47,Xtreme,4,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:56:52,17:56:52,Parachute Naturale,15,Kantipur Max TV,COMMERCIAL_BREAK,Hair Care,Anti-Dandruff Shampoo,FMCG,,,1
18-11-2025,17:57:08,17:57:08,Red Bull,5,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:57:18,17:57:18,Xtreme,9,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:57:28,17:57:28,Siddhartha Capital,29,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Investment,Investment,Finance,,,1
18-11-2025,17:57:58,17:57:58,Ncell,13,Kantipur Max TV,COMMERCIAL_BREAK,Mobile Network,Data Pack,Telecommunication,,,1
18-11-2025,17:58:12,17:58:12,Red Bull,5,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:58:18,17:58:18,Nepal Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,17:58:23,17:58:23,Bajaj,8,Kantipur Max TV,COMMERCIAL_BREAK,Automobile,Pulsar,Automobile,,,1
18-11-2025,17:58:32,17:58:32,Asianpaints,16,Kantipur Max TV,COMMERCIAL_BREAK,Paint,Ultima Protek Shyne,Industrial,,,1
18-11-2025,17:58:49,17:58:49,Xtreme,9,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:58:59,17:58:59,Better Appliances,17,Kantipur Max TV,COMMERCIAL_BREAK,Consumer Durable-Home Appliances,Home Appliances,Consumer Durable,,,1
18-11-2025,17:59:17,17:59:17,Nepal Life Insurance,5,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,17:59:23,17:59:23,Nemato Tiles,8,Kantipur Max TV,COMMERCIAL_BREAK,Building Materials,Tiles,Industrial,,,1
18-11-2025,17:59:32,17:59:32,Apple Securities Nepal,11,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Investment,Stock Brokerage Services,Finance,,,1
18-11-2025,17:59:44,17:59:44,Xtreme,9,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,17:59:54,17:59:54,Nepal Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,17:59:59,17:59:59,Himstar,4,Kantipur Max TV,COMMERCIAL_BREAK,Consumer Durable-Home Appliances,Home Appliances,Consumer Durable,,,1
18-11-2025,18:00:04,18:00:04,Wai Wai,19,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Quick Instant Noodles,FMCG,,,1
18-11-2025,18:00:24,18:00:24,Meizan,9,Kantipur Max TV,COMMERCIAL_BREAK,Edible Oil & Cooking Essential,Cooking Oil,FMCG,,,1
18-11-2025,18:00:34,18:00:34,Sunfeast,10,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Dark Fantasy,FMCG,,,1
18-11-2025,18:00:45,18:00:45,Nepal Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,18:00:54,18:00:54,Xtreme,11,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:01:06,18:01:06,Siddhartha Bank,9,Kantipur Max TV,COMMERCIAL_BREAK,Banking service,General banking,Finance,,,1
