Date,Timestamp_From,Timestamp_To,Exposure_Duration_Seconds,Channel,Ad Type,Brand_Name,Product,Category,Sector,Event Type,Placement Type,Frequency/Count
18-11-2025,12:40:03,12:40:06,3,Kantipur Max TV,COMMERCIAL_BREAK,Bajaj,Pulsar,Automobile,Automobile,,,1
18-11-2025,12:40:07,12:40:13,6,Kantipur Max TV,COMMERCIAL_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,,1
18-11-2025,12:40:14,12:40:18,4,Kantipur Max TV,COMMERCIAL_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,,1
18-11-2025,12:40:19,12:40:23,4,Kantipur Max TV,COMMERCIAL_BREAK,Red Bull,Energy Drink,Beverages,FMCG,,,1
18-11-2025,12:40:41,12:40:52,12,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ncell,Data Pack,Mobile Network,Telecommunication,,Boundary Board,1
18-11-2025,12:40:45,12:40:52,8,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,Ground,1
18-11-2025,12:41:20,12:41:24,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ncell,Data Pack,Mobile Network,Telecommunication,,Ground,1
18-11-2025,12:41:51,12:42:07,17,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ncell,Data Pack,Mobile Network,Telecommunication,,Ground,1
18-11-2025,12:41:57,12:42:07,11,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,Ground,1
18-11-2025,12:42:19,12:42:22,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,Ground,1
18-11-2025,12:42:19,12:42:24,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ncell,Data Pack,Mobile Network,Telecommunication,,Ground,1
18-11-2025,12:42:28,12:42:34,7,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ncell,Data Pack,Mobile Network,Telecommunication,,Boundary Board,1
18-11-2025,12:43:31,12:43:35,4,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,12:43:36,12:43:40,4,Kantipur Max TV,COMMERCIAL_BREAK,Himstar,Home Appliances,Consumer Durable-Home Appliances,Consumer Durable,,,1
18-11-2025,12:43:41,12:44:01,20,Kantipur Max TV,COMMERCIAL_BREAK,Sanima Reliance Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,12:44:02,12:44:06,4,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,12:48:43,12:48:53,10,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,12:48:54,12:48:58,4,Kantipur Max TV,COMMERCIAL_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,,1
18-11-2025,12:48:59,12:49:03,4,Kantipur Max TV,COMMERCIAL_BREAK,Wai Wai,Quick Instant Noodles,Food & Beverages,FMCG,,,1
18-11-2025,12:49:04,12:49:19,15,Kantipur Max TV,COMMERCIAL_BREAK,Ncell,Data Pack,Mobile Network,Telecommunication,,,1
18-11-2025,12:52:34,12:52:36,2,Kantipur Max TV,COMMERCIAL_BREAK,Bajaj,Pulsar,Automobile,Automobile,,,1
18-11-2025,12:52:37,12:52:42,5,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,12:52:43,12:52:47,4,Kantipur Max TV,COMMERCIAL_BREAK,United Cement,Cement,Building Materials,Industrial,,,1
18-11-2025,12:52:48,12:53:02,14,Kantipur Max TV,COMMERCIAL_BREAK,KFC,Crunchy Chicken,Food & Beverages,FMCG,,,1
18-11-2025,12:53:03,12:53:08,5,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,12:59:06,12:59:15,9,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,12:59:16,12:59:21,5,Kantipur Max TV,COMMERCIAL_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,,1
18-11-2025,12:59:22,12:59:26,4,Kantipur Max TV,COMMERCIAL_BREAK,Wai Wai,Quick Instant Noodles,Food & Beverages,FMCG,,,1
18-11-2025,12:59:27,12:59:31,4,Kantipur Max TV,COMMERCIAL_BREAK,Sunfeast,Dark Fantasy,Food & Beverages,FMCG,,,1
18-11-2025,12:59:32,12:59:35,3,Kantipur Max TV,COMMERCIAL_BREAK,Presidential Graduate School,Educational Courses,Higher Education,Education,,,1
18-11-2025,12:59:36,12:59:45,9,Kantipur Max TV,COMMERCIAL_BREAK,Spil,Motor Insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,13:02:53,13:02:58,5,Kantipur Max TV,COMMERCIAL_BREAK,Nepatop,Water Tank & Pipes,Building Materials,Industrial,,,1
18-11-2025,13:02:59,13:03:03,4,Kantipur Max TV,COMMERCIAL_BREAK,Surya Jyoti Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,13:03:04,13:03:07,3,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:03:08,13:03:29,21,Kantipur Max TV,COMMERCIAL_BREAK,Plumber Pipes,Pipes & Fittings,Building Materials,Industrial,,,1
18-11-2025,13:03:30,13:03:34,4,Kantipur Max TV,COMMERCIAL_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,,1
18-11-2025,13:04:48,13:04:50,2,Kantipur Max TV,COMMERCIAL_BREAK,Bajaj,Pulsar,Automobile,Automobile,,,1
18-11-2025,13:04:51,13:04:57,6,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,13:04:58,13:05:00,2,Kantipur Max TV,COMMERCIAL_BREAK,Spil,Motor Insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,13:05:01,13:05:09,8,Kantipur Max TV,COMMERCIAL_BREAK,Blue Star,Blue Star,Consumer Durable-Home Appliances,Consumer Durable,,,1
18-11-2025,13:05:10,13:05:15,5,Kantipur Max TV,COMMERCIAL_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,,1
18-11-2025,13:05:16,13:05:20,4,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:10:01,13:10:12,11,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:10:13,13:10:17,4,Kantipur Max TV,COMMERCIAL_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,,1
18-11-2025,13:10:18,13:10:27,9,Kantipur Max TV,COMMERCIAL_BREAK,Meizan,Cooking Oil,Edible Oil & Cooking Essential,FMCG,,,1
18-11-2025,13:10:28,13:10:41,13,Kantipur Max TV,COMMERCIAL_BREAK,Mountain Dew,Soft Drink,Beverages,FMCG,,,1
18-11-2025,13:14:42,13:14:45,3,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,13:14:46,13:14:51,5,Kantipur Max TV,COMMERCIAL_BREAK,Himstar,Home Appliances,Consumer Durable-Home Appliances,Consumer Durable,,,1
18-11-2025,13:14:52,13:14:58,6,Kantipur Max TV,COMMERCIAL_BREAK,Embark College,Graduational Courses,Higher Education,Education,,,1
18-11-2025,13:14:59,13:15:03,4,Kantipur Max TV,COMMERCIAL_BREAK,Wai Wai,Quick Instant Noodles,Food & Beverages,FMCG,,,1
18-11-2025,13:15:04,13:15:14,10,Kantipur Max TV,COMMERCIAL_BREAK,KFC,Crunchy Chicken,Food & Beverages,FMCG,,,1
18-11-2025,13:15:15,13:15:20,5,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:16:47,13:16:52,5,Kantipur Max TV,COMMERCIAL_BREAK,Nepatop,Water Tank & Pipes,Building Materials,Industrial,,,1
18-11-2025,13:16:53,13:16:57,4,Kantipur Max TV,COMMERCIAL_BREAK,Surya Jyoti Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,13:16:58,13:17:02,4,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:17:03,13:17:07,4,Kantipur Max TV,COMMERCIAL_BREAK,Bajaj,Pulsar,Automobile,Automobile,,,1
18-11-2025,13:17:08,13:17:11,3,Kantipur Max TV,COMMERCIAL_BREAK,Presidential Graduate School,Educational Courses,Higher Education,Education,,,1
18-11-2025,13:17:12,13:17:18,6,Kantipur Max TV,COMMERCIAL_BREAK,Access Education Network,Education Consultancy,Education Consultancy,Education,,,1
18-11-2025,13:17:19,13:17:27,8,Kantipur Max TV,COMMERCIAL_BREAK,Meizan,Cooking Oil,Edible Oil & Cooking Essential,FMCG,,,1
18-11-2025,13:19:51,13:20:01,10,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:20:02,13:20:06,4,Kantipur Max TV,COMMERCIAL_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,,1
18-11-2025,13:20:07,13:20:11,4,Kantipur Max TV,COMMERCIAL_BREAK,Somany Tiles and Bathware,Tiles and Bathware,Building Materials,Industrial,,,1
18-11-2025,13:20:12,13:20:17,5,Kantipur Max TV,COMMERCIAL_BREAK,Red Bull,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:20:18,13:20:24,6,Kantipur Max TV,COMMERCIAL_BREAK,Access Education Network,Education Consultancy,Education Consultancy,Education,,,1
18-11-2025,13:29:18,13:29:24,6,Kantipur Max TV,COMMERCIAL_BREAK,NPL(Nepal Premier League),Cricket,Entertainment-Cricket,Entertainment,,,1
18-11-2025,13:29:30,13:29:35,5,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,13:29:36,13:29:40,4,Kantipur Max TV,COMMERCIAL_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,,1
18-11-2025,13:29:42,13:29:46,4,Kantipur Max TV,COMMERCIAL_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,,1
18-11-2025,13:29:47,13:29:57,10,Kantipur Max TV,COMMERCIAL_BREAK,Himalayan Everest,Insurance Policies,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,13:29:58,13:30:18,20,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:30:19,13:30:48,29,Kantipur Max TV,COMMERCIAL_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,,1
18-11-2025,13:30:49,13:31:01,12,Kantipur Max TV,COMMERCIAL_BREAK,Ncell,Data Pack,Mobile Network,Telecommunication,,,1
18-11-2025,13:31:02,13:31:06,4,Kantipur Max TV,COMMERCIAL_BREAK,Red Bull,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:31:07,13:31:13,6,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,13:31:15,13:31:21,6,Kantipur Max TV,COMMERCIAL_BREAK,Bajaj,Pulsar,Automobile,Automobile,,,1
18-11-2025,13:31:23,13:31:36,13,Kantipur Max TV,COMMERCIAL_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,,1
18-11-2025,13:31:38,13:31:49,11,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:31:50,13:31:58,8,Kantipur Max TV,COMMERCIAL_BREAK,Blue Star,Blue Star,Consumer Durable-Home Appliances,Consumer Durable,,,1
18-11-2025,13:31:59,13:32:04,5,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,13:32:05,13:32:35,30,Kantipur Max TV,COMMERCIAL_BREAK,Plumber Pipes,Pipes & Fittings,Building Materials,Industrial,,,1
18-11-2025,13:32:36,13:32:47,11,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:32:48,13:32:52,4,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,13:32:53,13:32:57,4,Kantipur Max TV,COMMERCIAL_BREAK,Himstar,Home Appliances,Consumer Durable-Home Appliances,Consumer Durable,,,1
18-11-2025,13:32:58,13:33:18,20,Kantipur Max TV,COMMERCIAL_BREAK,Wai Wai,Quick Instant Noodles,Food & Beverages,FMCG,,,1
18-11-2025,13:33:19,13:33:26,7,Kantipur Max TV,COMMERCIAL_BREAK,Meizan,Cooking Oil,Edible Oil & Cooking Essential,FMCG,,,1
18-11-2025,13:33:27,13:33:36,9,Kantipur Max TV,COMMERCIAL_BREAK,Sunfeast,Dark Fantasy,Food & Beverages,FMCG,,,1
18-11-2025,13:33:37,13:33:42,5,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,13:33:43,13:33:47,4,Kantipur Max TV,COMMERCIAL_BREAK,Bajaj,Pulsar,Automobile,Automobile,,,1
18-11-2025,13:33:49,13:33:58,9,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:33:59,13:34:08,9,Kantipur Max TV,COMMERCIAL_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,,1
18-11-2025,13:34:09,13:34:20,11,Kantipur Max TV,COMMERCIAL_BREAK,Ncell,Data Pack,Mobile Network,Telecommunication,,,1
18-11-2025,13:34:21,13:34:26,5,Kantipur Max TV,COMMERCIAL_BREAK,Red Bull,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:34:27,13:34:40,13,Kantipur Max TV,COMMERCIAL_BREAK,Vianet,Broadband,Internet Services,Telecommunication,,,1
18-11-2025,13:34:41,13:34:56,15,Kantipur Max TV,COMMERCIAL_BREAK,Nebico digestive,Biscuits,Food & Beverages,FMCG,,,1
18-11-2025,13:34:57,13:35:01,4,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,13:35:02,13:35:11,9,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:35:12,13:35:27,15,Kantipur Max TV,COMMERCIAL_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,,1
18-11-2025,13:35:28,13:35:32,4,Kantipur Max TV,COMMERCIAL_BREAK,Himstar,Home Appliances,Consumer Durable-Home Appliances,Consumer Durable,,,1
18-11-2025,13:35:33,13:35:38,5,Kantipur Max TV,COMMERCIAL_BREAK,Red Bull,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:35:39,13:35:43,4,Kantipur Max TV,COMMERCIAL_BREAK,Bajaj,Pulsar,Automobile,Automobile,,,1
18-11-2025,13:35:45,13:35:49,4,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,13:35:50,13:35:59,9,Kantipur Max TV,COMMERCIAL_BREAK,Presidential Graduate School,Educational Courses,Higher Education,Education,,,1
18-11-2025,13:36:00,13:36:16,16,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,13:36:17,13:36:26,9,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:42:00,13:42:09,10,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,Jersey,1
18-11-2025,13:42:00,13:42:22,23,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,13:42:14,13:42:16,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Vianet,Broadband,Internet Services,Telecommunication,,Jersey,1
18-11-2025,13:42:17,13:42:19,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Indrive,Ride-sharing,Ride-hailing,E-commerce/Tech,,Ground,1
18-11-2025,13:42:17,13:42:19,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,Ground,1
18-11-2025,13:42:24,13:42:26,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Pepsi,Cool Drink,Beverages,FMCG,,Jersey,1
18-11-2025,13:42:24,13:43:18,55,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,13:42:29,13:42:34,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,TV Overlay,1
18-11-2025,13:42:56,13:42:58,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,AECC,International Overseas Studies,International Education,Education,,Helmet,1
18-11-2025,13:42:56,13:43:03,8,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Vianet,Broadband,Internet Services,Telecommunication,,Jersey,1
18-11-2025,13:43:04,13:43:06,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,Ground,1
18-11-2025,13:43:04,13:43:07,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Indrive,Ride-sharing,Ride-hailing,E-commerce/Tech,,Ground,1
18-11-2025,13:43:07,13:43:09,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,Boundary Board,1
18-11-2025,13:43:07,13:43:09,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Happydent,Mint Chewing Gum,Confectionery,FMCG,,Boundary Board,1
18-11-2025,13:43:08,13:43:11,8,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Vivo,Smart Phone,Consumer Durable-Smart Phone,Consumer Durable,,Boundary Rope,1
18-11-2025,13:43:09,13:43:11,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Midea,Air Conditioners,Consumer Durable-Air Conditioners,Consumer Durable,,Boundary Rope,1
18-11-2025,13:43:10,13:43:14,8,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Dafa News,News channel,Journalism,Entertainment,,Boundary Rope,1
18-11-2025,13:43:12,13:43:14,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Indrive,Ride-sharing,Ride-hailing,E-commerce/Tech,Four,Ground,1
18-11-2025,13:43:12,13:43:14,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Siddhartha Bank,General banking,Banking service,Finance,Four,Ground,1
18-11-2025,13:43:20,13:43:34,15,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,13:43:21,13:43:23,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,Boundary Board,1
18-11-2025,13:43:26,13:43:28,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Omoda Jaecoo,Electric Vehicles,Automobile-EV,Automobile,,Boundary Rope,1
18-11-2025,13:43:26,13:43:28,9,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Indrive,Ride-sharing,Ride-hailing,E-commerce/Tech,,Boundary Board,1
18-11-2025,13:43:26,13:43:28,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Nepal Clearing House Ltd.,Nepal PAY,Digital Banking,Finance/Insurance,,Boundary Board,1
18-11-2025,13:43:28,13:43:30,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Himstar,Home Appliances,Consumer Durable-Home Appliances,Consumer Durable,,Boundary Board,1
18-11-2025,13:43:31,13:43:36,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Yeti Carpet,Carpets,Home Decor,Home Furnishing,,Boundary Board,1
18-11-2025,13:43:33,13:43:37,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Vivo,Smart Phone,Consumer Durable-Smart Phone,Consumer Durable,,Boundary Rope,1
18-11-2025,13:43:39,13:43:42,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,13:43:44,13:43:49,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Pepsi,Cool Drink,Beverages,FMCG,,Jersey,1
18-11-2025,13:43:50,13:43:56,14,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,Boundary Board,1
18-11-2025,13:43:50,13:43:56,7,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Bajaj,Pulsar,Automobile,Automobile,,Boundary Board,1
18-11-2025,13:43:50,13:43:56,7,Kantipur Max TV,SPOT_OUTSIDE_BREAK,KFC,Crunchy Chicken,Food & Beverages,FMCG,,Boundary Board,1
18-11-2025,13:43:57,13:44:00,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,13:44:00,13:44:02,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,Ground,1
18-11-2025,13:44:04,13:44:06,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,Ground,1
18-11-2025,13:44:09,13:44:11,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,13:44:17,13:44:23,7,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,TV Overlay,1
18-11-2025,13:44:18,13:44:23,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Indrive,Ride-sharing,Ride-hailing,E-commerce/Tech,,Ground,1
18-11-2025,13:44:18,13:44:25,8,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Dafa News,News channel,Journalism,Entertainment,,Ground,1
18-11-2025,13:44:18,13:44:23,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,13:44:32,13:44:35,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,AECC,International Overseas Studies,International Education,Education,,Helmet,1
18-11-2025,13:44:32,13:44:35,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Vianet,Broadband,Internet Services,Telecommunication,,Jersey,1
18-11-2025,13:44:36,13:44:43,8,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,Ground,1
18-11-2025,13:44:39,13:44:43,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,13:44:41,13:44:43,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Indrive,Ride-sharing,Ride-hailing,E-commerce/Tech,,Ground,1
18-11-2025,13:44:41,13:44:43,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Dafa News,News channel,Journalism,Entertainment,,Ground,1
18-11-2025,13:44:52,13:45:01,9,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:45:02,13:45:06,4,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,13:45:12,13:45:18,6,Kantipur Max TV,COMMERCIAL_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,,1
18-11-2025,13:45:19,13:45:23,4,Kantipur Max TV,COMMERCIAL_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,,1
18-11-2025,13:45:24,13:45:29,5,Kantipur Max TV,COMMERCIAL_BREAK,Red Bull,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:46:09,13:46:42,34,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,13:46:44,13:46:46,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,Ground,1
18-11-2025,13:46:47,13:47:03,17,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Himalayan Everest,Insurance Policies,Finance-Insurance,Finance/Insurance,,Jersey,1
18-11-2025,13:46:54,13:47:10,17,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,13:47:38,13:47:40,10,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Spil,Motor Insurance,Finance-Insurance,Finance/Insurance,,Boundary Board,1
18-11-2025,13:47:44,13:47:51,8,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ncell,Data Pack,Mobile Network,Telecommunication,,TV Overlay,1
18-11-2025,13:47:49,13:47:51,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,Jersey,1
18-11-2025,13:47:49,13:47:51,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Plumber Pipes,Pipes & Fittings,Building Materials,Industrial,,Jersey,1
18-11-2025,13:47:52,13:47:55,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,Jersey,1
18-11-2025,13:47:54,13:47:59,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Himstar,Home Appliances,Consumer Durable-Home Appliances,Consumer Durable,,TV Overlay,1
18-11-2025,13:49:42,13:49:47,5,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,13:49:48,13:49:51,3,Kantipur Max TV,COMMERCIAL_BREAK,Himstar,Home Appliances,Consumer Durable-Home Appliances,Consumer Durable,,,1
18-11-2025,13:49:52,13:50:11,19,Kantipur Max TV,COMMERCIAL_BREAK,Sanima Reliance Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,13:50:12,13:50:17,5,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:56:18,13:56:27,9,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:56:28,13:56:34,6,Kantipur Max TV,COMMERCIAL_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,,1
18-11-2025,13:56:35,13:56:39,4,Kantipur Max TV,COMMERCIAL_BREAK,Wai Wai,Quick Instant Noodles,Food & Beverages,FMCG,,,1
18-11-2025,13:56:40,13:56:54,14,Kantipur Max TV,COMMERCIAL_BREAK,Ncell,Data Pack,Mobile Network,Telecommunication,,,1
18-11-2025,13:58:17,13:58:21,4,Kantipur Max TV,COMMERCIAL_BREAK,Surya Jyoti Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
